"Program"	"College"	"uni"	"program"	"stipend"	"value"	"year"	"year_in"	"comment"	"mo_12"	"mo_9"	"mo_3"	"fees"	"Uni"	"City"	"metro_area"	"rank"	"living"	"poverty"	"dist"	"dist2"	"year_start"
"Sociology"	"Arts and Sciences"	"University of California - Los Angeles"	"Sociology"	29000	"1.12"	"2020-2021"	"1st"	"Cota-Robles Fellowship from graduate division raises stipend to $25,000 instead of $24,000 for 9 <span class=\\truncated\\> months. $4,000 for summer is for first year only. </span>"	"NA"	"$25,000"	"$4,000"	"NA"	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	"20"	44969.6	12875.2	0.04970101680628	0	"2020"
"Sociology"	"Arts and Sciences"	"University of California - Los Angeles"	"Sociology"	28000	"1.08"	"2020-2021"	"1st"	"$4,000 departmental funding guaranteed for first year summer if not granted university&#39;s $6,000 <span class=\\truncated\\> stipend </span>"	"NA"	"$24,000"	"$4,000"	"NA"	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	"20"	44969.6	12875.2	0.04970101680628	0	"2020"
"Sociology"	"Arts and Sciences"	"University of California - Los Angeles"	"Sociology"	31000	"1.20"	"2021-2022"	"1st"	"NA"	"NA"	"$25,000"	"$6,000"	"NA"	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	"20"	44969.6	12875.2	0.04970101680628	0	"2021"
"Sociology"	"Arts and Sciences"	"University of California - Los Angeles"	"Sociology"	24850	"0.96"	"2021-2022"	"2nd"	"TAship pays at ~23,250 but I have a fellowship that supplements to $25,000 (less fees). This is the <span class=\\truncated\\> first-year TA rate, and TA pay goes up after first year. No summer funding is guaranteed to 2nd years; I&#39;ll be applying for $6,000 summer research fellowships and working to supplement.</span>"	"NA"	"$25,000"	"NA"	"$150"	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	"20"	44969.6	12875.2	0.04970101680628	0	"2021"
"Sociology"	"Arts and Sciences"	"University of California - Los Angeles"	"Sociology"	24000	"0.93"	"2020-2021"	"4th"	"NA"	"NA"	"$24,000"	"NA"	"NA"	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	"20"	44969.6	12875.2	0.04970101680628	0	"2020"
"Sociology"	"Arts and Sciences"	"University of Florida"	"Sociology"	19000	"0.84"	"2020-2021"	"1st"	"NA"	"NA"	"$19,000"	"NA"	"NA"	"University of Florida"	"Gainesville, FL"	"Gainesville, FL"	"34"	31740.8	12875.2	0	0	"2020"
"Sociology"	"Arts and Sciences"	"University of Massachusetts - Boston"	"Sociology"	23250	"0.81"	"2021-2022"	"1st"	"NA"	"NA"	"$18,000"	"$9,000"	"$3,750"	"University of Massachusetts--Boston"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	"228"	46924.8	12875.2	0.0280423280423281	0	"2021"
"Sociology"	"Arts and Sciences"	"University of Massachusetts - Boston"	"Sociology"	16900	"0.59"	"2020-2021"	"1st"	"NA"	"NA"	"$18,000"	"NA"	"$1,100"	"University of Massachusetts--Boston"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	"228"	46924.8	12875.2	0.0280423280423281	0	"2020"
"Sociology"	"Arts and Sciences"	"University of Michigan - Ann Arbor"	"Sociology"	26433	"1.15"	"2020-2021"	"5th"	"Students get summer funding up to the 5th year."	"NA"	"$22,433"	"$4,000"	"NA"	"University of Michigan--Ann Arbor"	"Ann Arbor, MI"	"Ann Arbor, MI"	"25"	38542.4	12875.2	0.0505421865715983	0	"2020"
"Sociology"	"Arts and Sciences"	"University of Michigan - Ann Arbor"	"Sociology"	32496	"1.41"	"2020-2021"	"1st"	"8-month stipends = 22496"	"NA"	"NA"	"NA"	"NA"	"University of Michigan--Ann Arbor"	"Ann Arbor, MI"	"Ann Arbor, MI"	"25"	38542.4	12875.2	0.0505421865715983	0	"2020"
"Sociology"	"Arts and Sciences"	"University of Michigan - Ann Arbor"	"Sociology"	27172	"1.18"	"2021-2022"	"1st"	"Plus 1,500 tech grant, 1,000 relocation stipend, 1,500 pre-cand research grant, 3,500 cand grant, <span class=\\truncated\\> and health + dental insurance. </span>"	"$27,172"	"NA"	"NA"	"NA"	"University of Michigan--Ann Arbor"	"Ann Arbor, MI"	"Ann Arbor, MI"	"25"	38542.4	12875.2	0.0505421865715983	0	"2021"
"Sociology"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Sociology"	28052	"1.22"	"2020-2021"	"1st"	"NA"	"$29,252"	"NA"	"NA"	"$1,200"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	"70"	37856	12875.2	0.0558487058487058	0	"2020"
"Sociology"	"Arts and Sciences"	"University of Minnesota - Twin Cities"	"Sociology"	24910	"1.09"	"2021-2022"	"5th"	"NA"	"NA"	"$20,209"	"$5,000"	"$299"	"University of Minnesota--Twin Cities"	"Minneapolis, MN"	"Minneapolis-St. Paul-Bloomington, MN"	"70"	37856	12875.2	0.0558487058487058	0	"2021"
"Sociology"	"Arts and Sciences"	"University of Nevada - Las Vegas"	"Sociology"	16000	"0.70"	"2022-2023"	"4th"	"NA"	"NA"	"$16,500"	"NA"	"$500"	"University of Nevada--Las Vegas"	"Las Vegas, NV"	"Las Vegas-Henderson-Paradise, NV"	"NA"	33072	12875.2	0.0593637992831542	0	"2022"
"Sociology"	"Arts and Sciences"	"University of Nevada - Las Vegas"	"Sociology"	16355	"0.72"	"2022-2023"	"NA"	"NA"	"NA"	"$16,500"	"NA"	"$145"	"University of Nevada--Las Vegas"	"Las Vegas, NV"	"Las Vegas-Henderson-Paradise, NV"	"NA"	33072	12875.2	0.0593637992831542	0	"2022"
"Sociology"	"Arts and Sciences"	"University of North Carolina - Chapel Hill"	"Sociology"	24000	"1.08"	"2021-2022"	"1st"	"Summer funding ($4000, included in total) is only guaranteed for the first year. Also received a <span class=\\truncated\\> fellowship of $1250 for each of the first two years (not included in total).</span>"	"NA"	"$20,000"	"$4,000"	"NA"	"University of North Carolina--Chapel Hill"	"Chapel Hill, NC"	"Durham-Chapel Hill, NC"	"29"	35838.4	12875.2	0.0573364305071622	0	"2021"
"Sociology"	"Arts and Sciences"	"University of North Carolina - Chapel Hill"	"Sociology"	24000	"1.08"	"2021-2022"	"1st"	"Summer funding is only guaranteed for the first year. Also received a fellowship of $1250 for each <span class=\\truncated\\> of the first two years.</span>"	"NA"	"$20,000"	"$4,000"	"NA"	"University of North Carolina--Chapel Hill"	"Chapel Hill, NC"	"Durham-Chapel Hill, NC"	"29"	35838.4	12875.2	0.0573364305071622	0	"2021"
"Sociology"	"Arts and Sciences"	"University of North Carolina - Chapel Hill"	"Sociology"	20000	"0.90"	"2020-2021"	"6th and up"	"NA"	"NA"	"$20,000"	"NA"	"NA"	"University of North Carolina--Chapel Hill"	"Chapel Hill, NC"	"Durham-Chapel Hill, NC"	"29"	35838.4	12875.2	0.0573364305071622	0	"2020"
"Sociology"	"Arts and Sciences"	"University of Pittsburgh"	"Sociology"	19790	"0.96"	"2021-2022"	"1st"	"NA"	"NA"	"$19,820"	"NA"	"$30"	"University of Pittsburgh"	"Pittsburgh, PA"	"Pittsburgh, PA"	"57"	33321.6	12875.2	0	0	"2021"
"Sociology"	"Arts and Sciences"	"University of Pittsburgh"	"Sociology"	19790	"0.96"	"2021-2022"	"1st"	"NA"	"NA"	"$19,820"	"NA"	"$30"	"University of Pittsburgh"	"Pittsburgh, PA"	"Pittsburgh, PA"	"57"	33321.6	12875.2	0	0	"2021"
"Sociology"	"Arts and Sciences"	"University of Southern California"	"Sociology"	30500	"1.18"	"2020-2021"	"1st"	"NA"	"$30,500"	"NA"	"NA"	"NA"	"University of Southern California"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	"22"	44969.6	12875.2	0	0	"2020"
"Sociology"	"Arts and Sciences"	"University of Southern California"	"Sociology"	30500	"1.18"	"2020-2021"	"2nd"	"NA"	"NA"	"$30,500"	"NA"	"NA"	"University of Southern California"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	"22"	44969.6	12875.2	0	0	"2020"
"Sociology"	"Arts and Sciences"	"University of Southern California"	"Sociology"	32500	"1.26"	"2022-2023"	"1st"	"NA"	"NA"	"$32,500"	"NA"	"NA"	"University of Southern California"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	"22"	44969.6	12875.2	0	0	"2022"
"Sociology"	"Arts and Sciences"	"University of Texas - Austin"	"Sociology"	23680	"1.04"	"2021-2022"	"1st"	"NA"	"$23,680"	"NA"	"NA"	"NA"	"University of Texas--Austin"	"Austin, TX"	"Austin-Round Rock, TX"	"48"	36316.8	12875.2	0.0361552028218695	0	"2021"
"Sociology"	"Arts and Sciences"	"University of Texas - Austin"	"Sociology"	23000	"1.01"	"2021-2022"	"1st"	"Summer funding is given for the first two summers and we have to teach every semester."	"NA"	"$20,000"	"$3,000"	"NA"	"University of Texas--Austin"	"Austin, TX"	"Austin-Round Rock, TX"	"48"	36316.8	12875.2	0.0361552028218695	0	"2021"
"Sociology"	"Arts and Sciences"	"University of Washington"	"Sociology"	26390	"1.13"	"2020-2021"	"1st"	"NA"	"NA"	"$21,924"	"$5,000"	"$534"	"University of Washington"	"Seattle, WA"	"Seattle-Tacoma-Bellevue, WA"	"62"	41204.8	12875.2	0	0	"2020"
"Sociology"	"Arts and Sciences"	"University of Wisconsin - Madison"	"Sociology"	24850	"1.09"	"2020-2021"	"1st"	"CDE fellowship, 12-month*5 years, w/o required teaching"	"$24,850"	"NA"	"NA"	"NA"	"University of Wisconsin--Madison"	"Madison, WI"	"Madison, WI"	"46"	36441.6	12875.2	0.0306186868686869	0	"2020"
"Sociology"	"Arts and Sciences"	"University of Wisconsin - Madison"	"Sociology"	24816	"1.09"	"2021-2022"	"1st"	"CDE/CDHA"	"$24,816"	"NA"	"NA"	"NA"	"University of Wisconsin--Madison"	"Madison, WI"	"Madison, WI"	"46"	36441.6	12875.2	0.0306186868686869	0	"2021"
"Sociology"	"Arts and Sciences"	"University of Wisconsin - Madison"	"Sociology"	22000	"0.96"	"2021-2022"	"1st"	"NA"	"NA"	"$20,500"	"$1,500"	"NA"	"University of Wisconsin--Madison"	"Madison, WI"	"Madison, WI"	"46"	36441.6	12875.2	0.0306186868686869	0	"2021"
"Sociology"	"Arts and Sciences"	"University of Wisconsin - Madison"	"Sociology"	25000	"1.09"	"2020-2021"	"NA"	"NA"	"$25,000"	"NA"	"NA"	"NA"	"University of Wisconsin--Madison"	"Madison, WI"	"Madison, WI"	"46"	36441.6	12875.2	0.0306186868686869	0	"2020"
"Sociology"	"Arts and Sciences"	"University of Wisconsin - Madison"	"Sociology"	23920	"1.05"	"2021-2022"	"6th and up"	"NA"	"$24,816"	"NA"	"NA"	"$896"	"University of Wisconsin--Madison"	"Madison, WI"	"Madison, WI"	"46"	36441.6	12875.2	0.0306186868686869	0	"2021"
"Sociology"	"Arts and Sciences"	"University of Wisconsin - Madison"	"Sociology"	19400	"0.85"	"2020-2021"	"2nd"	"NA"	"$21,000"	"NA"	"NA"	"$1,600"	"University of Wisconsin--Madison"	"Madison, WI"	"Madison, WI"	"46"	36441.6	12875.2	0.0306186868686869	0	"2020"
"Sociology"	"Arts and Sciences"	"University of Wisconsin - Madison"	"Sociology"	19400	"0.85"	"2020-2021"	"2nd"	"NA"	"$21,000"	"NA"	"NA"	"$1,600"	"University of Wisconsin--Madison"	"Madison, WI"	"Madison, WI"	"46"	36441.6	12875.2	0.0306186868686869	0	"2020"
"Sociology"	"Arts and Sciences"	"University of Wisconsin - Milwaukee"	"Sociology"	12350	"0.57"	"2020-2021"	"2nd"	"NA"	"NA"	"$13,750"	"NA"	"$1,400"	"University of Wisconsin--Milwaukee"	"Milwaukee, WI"	"Milwaukee-Waukesha-West Allis, WI"	"NA"	33779.2	12875.2	0.0288515406162466	0	"2020"
"Sociology"	"Arts and Sciences"	"Vanderbilt University"	"Sociology"	26000	"1.13"	"2020-2021"	"1st"	"NA"	"$26,000"	"NA"	"NA"	"NA"	"Vanderbilt University"	"Nashville, TN"	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"15"	35318.4	12875.2	0	0	"2020"
"Sociology"	"Arts and Sciences"	"Vanderbilt University"	"Sociology"	26000	"1.13"	"2020-2021"	"1st"	"NA"	"$26,000"	"NA"	"NA"	"NA"	"Vanderbilt University"	"Nashville, TN"	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"15"	35318.4	12875.2	0	0	"2020"
"Sociology"	"Arts and Sciences"	"Vanderbilt University"	"Sociology"	32500	"1.42"	"2021-2022"	"1st"	"Base Pay: 30,000 /12 months for 5 years"	"NA"	"NA"	"NA"	"NA"	"Vanderbilt University"	"Nashville, TN"	"Nashville-Davidson--Murfreesboro--Franklin, TN"	"15"	35318.4	12875.2	0	0	"2021"
"Sociology"	"Arts and Sciences"	"Virginia Tech"	"Sociology"	20682	"0.98"	"2020-2021"	"1st"	"NA"	"NA"	"$20,682"	"NA"	"NA"	"Virginia Tech"	"Blacksburg, VA"	"Blacksburg-Christiansburg-Radford, VA"	"74"	35068.8	12875.2	0	0	"2020"
"Sociology"	"Arts and Sciences"	"Washington University in St. Louis"	"Sociology"	30500	"1.48"	"2020-2021"	"1st"	"NA"	"$30,500"	"NA"	"NA"	"NA"	"Washington University in St. Louis"	"St. Louis, MO"	"St. Louis, MO"	"19"	33945.6	12875.2	0	0	"2020"
"Sociology"	"Arts and Sciences"	"Washington University in St. Louis"	"Sociology"	30500	"1.48"	"2020-2021"	"1st"	"NA"	"$30,500"	"NA"	"NA"	"NA"	"Washington University in St. Louis"	"St. Louis, MO"	"St. Louis, MO"	"19"	33945.6	12875.2	0	0	"2020"
"Sociology"	"Arts and Sciences"	"Yale University"	"Sociology"	38300	"1.55"	"2022-2023"	"5th"	"Includes health insurance but not vision/dental; tuition is also included"	"$38,300"	"NA"	"NA"	"NA"	"Yale University"	"New Haven, CT"	"New Haven-Milford, CT"	"3"	38417.6	12875.2	0	0	"2022"
"Spanish"	"Arts and Sciences"	"Emory University"	"Spanish"	31000	"1.33"	"2020-2021"	"NA"	"NA"	"$31,000"	"NA"	"NA"	"NA"	"Emory University"	"Atlanta, GA"	"Atlanta-Sandy Springs-Roswell, GA"	"21"	38209.6	12875.2	0	0	"2020"
"Spanish"	"Arts and Sciences"	"George Washington University"	"Spanish"	14560	"0.47"	"2020-2021"	"1st"	"NA"	"$15,360"	"NA"	"NA"	"$800"	"George Washington University"	"Washington, DC"	"Washington-Arlington-Alexandria, DC"	"70"	45905.6	12875.2	0	0	"2020"
"Spanish"	"Arts and Sciences"	"University of Virginia"	"Spanish"	24000	"1.05"	"2020-2021"	"NA"	"NA"	"NA"	"$20,000"	"$4,000"	"NA"	"University of Virginia"	"Charlottesville, VA"	"Charlottesville, VA"	"28"	38168	12875.2	0	0	"2020"
"Special Education"	"Education"	"Michigan State University"	"Special Education"	25250	"1.23"	"2020-2021"	"1st"	"NA"	"NA"	"$26,000"	"NA"	"$750"	"Michigan State University"	"East Lansing, MI"	"Lansing-East Lansing, MI"	"84"	32552	12875.2	0	0	"2020"
"Special Education"	"Education"	"University of Texas - Austin"	"Special Education"	38000	"1.66"	"2021-2022"	"2nd"	"30 hours/week + tuition on top"	"$38,000"	"NA"	"NA"	"NA"	"University of Texas--Austin"	"Austin, TX"	"Austin-Round Rock, TX"	"48"	36316.8	12875.2	0.0361552028218695	0	"2021"
"Special Education"	"Education"	"University of Virginia"	"Special Education"	20000	"0.88"	"2022-2023"	"1st"	"NA"	"$20,000"	"NA"	"NA"	"NA"	"University of Virginia"	"Charlottesville, VA"	"Charlottesville, VA"	"28"	38168	12875.2	0	0	"2022"
"Statistics"	"Arts and Sciences"	"Baylor University"	"Statistics"	28000	"1.41"	"2022-2023"	"1st"	"Full tuition coverage and 80% health insurance coverage."	"$28,000"	"NA"	"NA"	"NA"	"Baylor University"	"Waco, TX"	"Waco, TX"	"79"	30992	12875.2	0	0	"2022"
"Statistics"	"Arts and Sciences"	"Boston University"	"Statistics"	37702	"1.32"	"2022-2023"	"1st"	"NA"	"$37,702"	"NA"	"NA"	"NA"	"Boston University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	"40"	46924.8	12875.2	0	0	"2022"
"Statistics"	"Arts and Sciences"	"Boston University"	"Statistics"	37000	"1.29"	"2020-2021"	"NA"	"NA"	"NA"	"$37,000"	"NA"	"NA"	"Boston University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	"40"	46924.8	12875.2	0	0	"2020"
"Statistics"	"Arts and Sciences"	"Boston University"	"Statistics"	37000	"1.29"	"2020-2021"	"NA"	"NA"	"NA"	"$37,000"	"NA"	"NA"	"Boston University"	"Boston, MA"	"Boston-Cambridge-Newton, MA"	"40"	46924.8	12875.2	0	0	"2020"
"Statistics"	"Arts and Sciences"	"Cornell University"	"Statistics"	34000	"1.40"	"2020-2021"	"1st"	"NA"	"NA"	"$28,000"	"$6,000"	"NA"	"Cornell University"	"Ithaca, NY"	"Ithaca, NY"	"17"	39020.8	12875.2	0	0	"2020"
"Statistics"	"Arts and Sciences"	"Florida State University"	"Statistics"	18326	"0.79"	"2021-2022"	"3rd"	"Fees are 1000 but I only pay 450 because of a State scholarship for Caribbean students"	"NA"	"$18,776"	"NA"	"$450"	"Florida State University"	"Tallahassee, FL"	"Tallahassee, FL"	"57"	32656	12875.2	0	0	"2021"
"Statistics"	"Arts and Sciences"	"Florida State University"	"Statistics"	17300	"0.74"	"2022-2023"	"NA"	"NA"	"NA"	"$18,500"	"NA"	"$1,200"	"Florida State University"	"Tallahassee, FL"	"Tallahassee, FL"	"57"	32656	12875.2	0	0	"2022"
"Statistics"	"Arts and Sciences"	"Harvard University"	"Statistics"	36650	"1.28"	"2020-2021"	"2nd"	"NA"	"$36,675"	"NA"	"NA"	"$25"	"Harvard University"	"Cambridge, MA"	"Boston-Cambridge-Newton, MA"	"2"	46924.8	12875.2	0	0	"2020"
"Statistics"	"Arts and Sciences"	"Harvard University"	"Statistics"	33850	"1.18"	"2022-2023"	"1st"	"NA"	"$33,850"	"NA"	"NA"	"NA"	"Harvard University"	"Cambridge, MA"	"Boston-Cambridge-Newton, MA"	"2"	46924.8	12875.2	0	0	"2022"
"Statistics"	"Arts and Sciences"	"North Carolina State University"	"Statistics"	18750	"0.82"	"2020-2021"	"1st"	"NA"	"NA"	"$18,750"	"NA"	"NA"	"North Carolina A&T State University"	"Greensboro, NC"	"Greensboro-High Point, NC"	"281"	33529.6	12875.2	0.0703533026113672	0	"2020"
"Statistics"	"Arts and Sciences"	"North Carolina State University"	"Statistics"	18500	"0.81"	"2020-2021"	"1st"	"NA"	"NA"	"$19,800"	"NA"	"$1,300"	"North Carolina A&T State University"	"Greensboro, NC"	"Greensboro-High Point, NC"	"281"	33529.6	12875.2	0.0703533026113672	0	"2020"
"Statistics"	"Arts and Sciences"	"Rice University"	"Statistics"	24000	"1.10"	"2020-2021"	"NA"	"NA"	"NA"	"$24,000"	"NA"	"NA"	"Rice University"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	"17"	34091.2	12875.2	0	0	"2020"
"Statistics"	"Arts and Sciences"	"Rice University"	"Statistics"	27300	"1.25"	"2020-2021"	"1st"	"NA"	"NA"	"$21,600"	"$7,200"	"$1,500"	"Rice University"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	"17"	34091.2	12875.2	0	0	"2020"
"Statistics"	"Arts and Sciences"	"Rice University"	"Statistics"	27300	"1.25"	"2020-2021"	"1st"	"NA"	"NA"	"$21,600"	"$7,200"	"$1,500"	"Rice University"	"Houston, TX"	"Houston-The Woodlands-Sugar Land, TX"	"17"	34091.2	12875.2	0	0	"2020"
"Statistics"	"Arts and Sciences"	"University of California - Los Angeles"	"Statistics"	25541	"0.99"	"2021-2022"	"1st"	"NA"	"NA"	"$25,800"	"NA"	"$259"	"University of California--Los Angeles"	"Los Angeles, CA"	"Los Angeles-Long Beach-Anaheim, CA"	"20"	44969.6	12875.2	0.04970101680628	0	"2021"
"Statistics"	"Arts and Sciences"	"University of California - Santa Barbara"	"Statistics"	23000	"0.88"	"2020-2021"	"NA"	"NA"	"NA"	"$23,000"	"NA"	"NA"	"University of California--Santa Barbara"	"Santa Barbara, CA"	"Santa Maria-Santa Barbara, CA"	"34"	50502.4	12875.2	0.0559154295996402	0	"2020"
"Statistics"	"Arts and Sciences"	"University of California - Santa Barbara"	"Statistics"	20000	"0.76"	"2021-2022"	"1st"	"NA"	"NA"	"$20,000"	"NA"	"NA"	"University of California--Santa Barbara"	"Santa Barbara, CA"	"Santa Maria-Santa Barbara, CA"	"34"	50502.4	12875.2	0.0559154295996402	0	"2021"
"Statistics"	"Arts and Sciences"	"University of Central Florida"	"Statistics"	18000	"0.78"	"2020-2021"	"1st"	"NA"	"$18,000"	"NA"	"NA"	"NA"	"University of Central Florida"	"Orlando, FL"	"Orlando-Kissimmee-Sanford, FL"	"166"	36628.8	12875.2	0	0	"2020"
"Statistics"	"Arts and Sciences"	"University of Chicago"	"Statistics"	35100	"1.45"	"2022-2023"	"1st"	"Guaranteed for four years, with a history of a fifth being funded for virtually everyone. Premium <span class=\\truncated\\> health insurance plan included.</span>"	"$35,250"	"NA"	"NA"	"$150"	"University of Chicago"	"Chicago, IL"	"Chicago-Naperville-Elgin, IL"	"6"	38313.6	12875.2	0	0	"2022"
"Statistics"	"Arts and Sciences"	"University of Illinois - Urbana- Champaign"	"Statistics"	20589	"0.94"	"2020-2021"	"1st"	"NA"	"NA"	"$20,589"	"NA"	"NA"	"University of Illinois--Urbana-Champaign"	"Champaign, IL"	"Champaign-Urbana, IL"	"48"	35422.4	12875.2	0.0620573870573872	0	"2020"
"Statistics"	"Arts and Sciences"	"University of Illinois - Urbana- Champaign"	"Statistics"	23900	"1.09"	"2020-2021"	"1st"	"NA"	"NA"	"$20,500"	"$4,000"	"$600"	"University of Illinois--Urbana-Champaign"	"Champaign, IL"	"Champaign-Urbana, IL"	"48"	35422.4	12875.2	0.0620573870573872	0	"2020"
"Statistics"	"Arts and Sciences"	"University of Iowa"	"Statistics"	20000	"0.90"	"2020-2021"	"2nd"	"NA"	"NA"	"$20,000"	"NA"	"NA"	"University of Iowa"	"Iowa City, IA"	"Iowa City, IA"	"84"	35131.2	12875.2	0	0	"2020"
"Statistics"	"Arts and Sciences"	"University of Michigan - Ann Arbor"	"Statistics"	29300	"1.27"	"2020-2021"	"1st"	"NA"	"NA"	"$24,300"	"$5,000"	"NA"	"University of Michigan--Ann Arbor"	"Ann Arbor, MI"	"Ann Arbor, MI"	"25"	38542.4	12875.2	0.0505421865715983	0	"2020"
"Statistics"	"Arts and Sciences"	"University of Michigan - Ann Arbor"	"Statistics"	29550	"1.28"	"2021-2022"	"2nd"	"NA"	"NA"	"$29,550"	"NA"	"NA"	"University of Michigan--Ann Arbor"	"Ann Arbor, MI"	"Ann Arbor, MI"	"25"	38542.4	12875.2	0.0505421865715983	0	"2021"
"Statistics"	"Arts and Sciences"	"University of Michigan - Ann Arbor"	"Statistics"	34800	"1.51"	"2021-2022"	"1st"	"NA"	"$34,800"	"NA"	"NA"	"NA"	"University of Michigan--Ann Arbor"	"Ann Arbor, MI"	"Ann Arbor, MI"	"25"	38542.4	12875.2	0.0505421865715983	0	"2021"
"Statistics"	"Arts and Sciences"	"University of Michigan - Ann Arbor"	"Statistics"	34800	"1.51"	"2021-2022"	"1st"	"NA"	"$34,800"	"NA"	"NA"	"NA"	"University of Michigan--Ann Arbor"	"Ann Arbor, MI"	"Ann Arbor, MI"	"25"	38542.4	12875.2	0.0505421865715983	0	"2021"
"Statistics"	"Arts and Sciences"	"University of New Mexico"	"Statistics"	17300	"0.82"	"2022-2023"	"1st"	"non-resident"	"NA"	"$43,900"	"NA"	"$26,600"	"University of New Mexico"	"Albuquerque, NM"	"Albuquerque, NM"	"218"	32593.6	12875.2	0	0	"2022"
"Statistics"	"Arts and Sciences"	"University of Wisconsin - Madison"	"Statistics"	25500	"1.12"	"2020-2021"	"NA"	"Insurance is under $50 per month. Unsure about fees. Summer funding is informed guess--told that <span class=\\truncated\\> grad students have TA opportunities in summer</span>"	"NA"	"$20,500"	"$5,000"	"NA"	"University of Wisconsin--Madison"	"Madison, WI"	"Madison, WI"	"46"	36441.6	12875.2	0.0306186868686869	0	"2020"
